번호,주용도,설치대수,Latitude,Longitude,Grid
중M23,일반 방범,3,37.5606646,127.0000436,617
중M24,일반 방범,2,37.5554795,126.994463,501
중M25,일반 방범,2,37.5565988,126.9967161,550
중M26,일반 방범,3,37.5565988,126.9967161,550
중M27,일반 방범,2,37.5579451,126.99662,549
중M28,일반 방범,2,37.5614093,126.9979737,569
중M29,일반 방범,3,37.5602272,126.9953228,521
중M30,일반 방범,2,37.5604101,126.9914109,430
중M31,일반 방범,3,37.5581909,126.9893085,392
중M32,일반 방범,3,37.559352,126.9886465,391
중M33,일반 방범,3,37.5616855,126.9941057,494
중M34,일반 방범,3,37.560821,126.996492,545
중M35,일반 방범,2,37.5579773,126.9889967,393
중N16,어린이보호,4,37.5674949,127.0181238,1001
중N17,일반 방범,3,37.5691275,127.0221379,1051
중N18,일반 방범,3,37.5686854,127.0229372,1069
중N19,일반 방범,3,37.5690432,127.020012,1017
중N20,일반 방범,3,37.56695647,127.0188228,1002
중N21,일반 방범,2,37.5664578,127.0229109,1071
중N23,일반 방범,2,37.56903578,127.0181014,999
차001,주정차 단속,2,37.5591119,126.9724911,129
차002,주정차 단속,2,37.5590336,126.9652138,26
차003,주정차 단속,2,37.561258,126.986386,350
차004,주정차 단속,2,37.5604891,126.9877701,370
차005,주정차 단속,2,37.5653403,126.9908532,424
차006,주정차 단속,2,37.5674037,126.9895729,402
차007,주정차 단속,2,37.5674037,126.9895729,402
차008,주정차 단속,2,37.5658113,126.9937786,467
차009,주정차 단속,2,37.5647003,126.9906139,425
차010,주정차 단속,2,37.56353877,126.9692199,75
차011,주정차 단속,2,37.5638866,126.9933528,469
차012,주정차 단속,2,37.567355,126.9920089,443
차013,주정차 단속,2,37.5650117,126.9980816,565
차014,주정차 단속,2,37.5661173,126.9998926,611
차015,주정차 단속,2,37.5679267,126.998209,562
차016,주정차 단속,2,37.5655629,126.9989039,588
차017,주정차 단속,2,37.5641039,127.0015348,636
차018,주정차 단속,2,37.564347,127.0005906,613
차019,주정차 단속,2,37.5635752,127.0043943,705
차020,주정차 단속,3,37.5595223,126.9960363,522
차021,주정차 단속,2,37.5642644,127.005714,731
차022,주정차 단속,2,37.5640911,127.0162148,964
차023,주정차 단속,2,37.5647649,127.0099441,845
차024,주정차 단속,2,37.5648248,127.014308,919
차025,주정차 단속,2,37.5650481,126.9815878,273
차026,주정차 단속,2,37.55987,127.013332,925
차027,주정차 단속,2,37.5592661,126.9684092,64
차028,주정차 단속,2,37.5633536,126.9736139,143
차029,주정차 단속,2,37.568207,127.0232627,1069
차030,주정차 단속,2,37.5670547,126.9891355,383
차031,주정차 단속,2,37.5658254,126.9951243,515
차032,주정차 단속,2,37.56535,127.009232,816
차033,주정차 단속,2,37.5661967,126.9986238,587
차034,주정차 단속,2,37.5664267,127.0025169,656
차035,주정차 단속,2,37.5675847,127.0025071,655
차036,주정차 단속,2,37.5663203,127.0006653,610
차037,주정차 단속,2,37.5605697,126.9850719,333
차038,주정차 단속,2,37.566516,127.0062376,728
차039,주정차 단속,2,37.56883123,127.0198435,1018
차040,주정차 단속,2,37.5686442,127.0119168,866
차041,주정차 단속,2,37.5684893,127.0145122,938
차042,주정차 단속,2,37.5677662,127.013495,916
차043,주정차 단속,2,37.5574536,126.9836152,300
차044,주정차 단속,2,37.56575353,126.9918569,445
차045,주정차 단속,2,37.5609008,126.9809889,258
차046,주정차 단속,4,37.5702621,127.0232438,1067
차047,주정차 단속,2,37.5619668,127.001346,638
차048,주정차 단속,2,37.5653249,126.9849538,327
차049,주정차 단속,2,37.5607205,127.0128896,900
차050,주정차 단속,5,37.5617864,126.9910438,428
차051,주정차 단속,2,37.5640428,126.985176,329
차052,주정차 단속,2,37.5685235,127.0059098,726
차053,주정차 단속,2,37.5607773,126.9682129,63
차054,주정차 단속,2,37.569696,127.0197363,1017
차055,주정차 단속,2,37.5644064,126.9796971,235
차056,주정차 단속,2,37.5679672,127.0010701,631
차057,주정차 단속,2,37.5673325,127.0196247,1019
차058,주정차 단속,3,37.5673416,127.0177851,981
차059,주정차 단속,3,37.5688101,127.0154965,938
차060,주정차 단속,2,37.5663336,127.0158774,961
차061,주정차 단속,2,37.5660587,127.0155381,941
차062,주정차 단속,5,37.56596468,127.0187094,1003
차063,주정차 단속,4,37.566425,127.004571,702
차064,주정차 단속,2,37.5642192,126.9689272,75
차065,주정차 단속,4,37.5579291,127.0078411,796
차066,주정차 단속,2,37.560174,126.9720786,111
차067,주정차 단속,2,37.5575239,127.011964,878
차068,주정차 단속,2,37.5647103,126.9816722,273
차069,주정차 단속,3,37.5581748,126.9833304,299
차070,주정차 단속,3,37.5604529,127.016577,968
차071,주정차 단속,3,37.56430526,126.9880224,366
차072,주정차 단속,3,37.5592302,126.9806639,260
차073,주정차 단속,3,37.5666739,126.9913293,423
차074,주정차 단속,3,37.559758,126.9867189,352
차075,주정차 단속,3,37.56876803,127.0076543,784
차076,주정차 단속,3,37.5623686,126.9755254,163
차077,주정차 단속,3,37.5566195,126.9963008,550
차078,주정차 단속,3,37.5526326,127.0106196,859
차079,주정차 단속,5,37.5669211,126.9839643,308
차080,주정차 단속,4,37.5548714,127.0099403,856
차081,주정차 단속,4,37.5573307,127.0092276,825
차082,주정차 단속,3,37.5600075,126.9685925,63
차083,주정차 단속,5,37.5608659,127.0184523,1008
차084,주정차 단속,3,37.5547032,127.0146066,953
차085,주정차 단속,4,37.562211,127.0141037,922
차086,주정차 단속,4,37.5588751,126.9822117,280
차087,주정차 단속,3,37.5594007,126.9817325,279
차088,주정차 단속,4,37.5643471,126.9928785,469
차089,주정차 단속,4,37.5629351,126.9775213,200
차090,주정차 단속,3,37.5689316,127.0087977,812
차091,주정차 단속,3,37.5689316,127.0087977,812
차092,주정차 단속,3,37.5685982,126.9990392,585
차093,주정차 단속,4,37.5590809,126.9805937,260
차094,주정차 단속,4,37.5612221,126.9979886,569
차095,주정차 단속,3,37.5620427,126.9990246,592
차096,주정차 단속,3,37.5663997,127.0122464,893
차097,주정차 단속,2,37.56450745,126.9909049,425
차098,주정차 단속,3,37.5655737,127.0221255,1055
차099,주정차 단속,1,37.5651826,127.019946,1022
차100,주정차 단속,3,37.5673104,126.9745909,138
차101,주정차 단속,1,37.5594818,127.0114141,876
차103,주정차 단속,3,37.5681271,127.018501,1000
차104,주정차 단속,1,37.5684513,127.0197979,1018
차105,주정차 단속,1,37.5655955,127.0172579,983
차106,주정차 단속,5,37.5559373,126.9746732,170
차107,주정차 단속,3,37.5575302,126.9800637,243
차108,주정차 단속,1,37.5578209,126.9814903,281
차109,주정차 단속,1,37.5581633,127.0179679,1011
차110,주정차 단속,3,37.5673504,126.9836992,289
차111,주정차 단속,1,37.5615996,127.0096283,821
차112,주정차 단속,1,37.5637541,127.0217486,1057
차113,주정차 단속,5,37.5609193,127.0158762,967
차114,주정차 단속,1,37.5579452,127.0115917,878
차115,주정차 단속,1,37.5634397,127.0180627,1006
차116,주정차 단속,1,37.5556652,126.9645497,30
차117,주정차 단속,3,37.5665867,127.0222895,1054
차118,주정차 단속,1,37.555601,126.9677184,52
차119,주정차 단속,1,37.5577637,126.9736386,149
차120,주정차 단속,3,37.56353877,126.9692307,75
차121,주정차 단속,1,37.5634493,127.0152192,944
차122,주정차 단속,1,37.5650859,127.0169873,984
차123,주정차 단속,1,37.5619916,127.0213042,1059
차124,주정차 단속,1,37.5572794,127.0145082,950
차적01,차적,2,37.558729,126.9959847,523
차적02,차적,2,37.56877621,127.0055161,726
차적03,차적,2,37.5616753,127.0106019,849
