"개소 
 관리번호",주용도,설치대수,Latitude,Longitude
중709,일반 방범,3,37.5614022,127.0024515
중710,일반 방범,3,37.5626051,127.002243
중711,일반 방범,1,37.5606487,127.0035968
중712,일반 방범,1,37.5603656,127.0052825
중713,일반 방범,1,37.5585882,127.0015926
중714,일반 방범,1,37.5587955,127.0009571
중715,일반 방범,4,37.5594365,127.0007855
중716,일반 방범,2,37.5591149,127.0004809
중717,일반 방범,2,37.5588471,127.0014159
중718,일반 방범,1,37.5609592,127.0017431
중719,일반 방범,1,37.5607459,127.0012389
중720,일반 방범,4,37.5616831,127.0001851
중721,일반 방범,4,37.5625151,127.0039635
중722,일반 방범,4,37.5632103,127.0056182
중723,일반 방범,4,37.5624144,127.0059038
중724,일반 방범,3,37.5595526,127.0017257
중725,어린이보호,5,37.5619668,127.001346
중726,일반 방범,4,37.56281158,127.0092568
중801,일반 방범,1,37.5641406,126.9897269
중802,일반 방범,3,37.5674298,126.990542
중802가,일반 방범,2,37.5676306,126.9909423
중803,일반 방범,3,37.5674037,126.9895729
중804,일반 방범,1,37.5672244,126.9998631
중806,일반 방범,1,37.5674541,126.9933863
중807,일반 방범,2,37.5670578,126.9965747
중808,일반 방범,1,37.5682273,126.9964606
중809,일반 방범,1,37.5669521,126.9951691
중810,일반 방범,4,37.5659155,126.9917397
중811,일반 방범,1,37.5677797,127.0000979
중812,일반 방범,3,37.5623597,126.9954017
중813,일반 방범,3,37.5603531,127.0199758
중814,일반 방범,3,37.5653751,126.9946142
중815,일반 방범,1,37.5655045,126.9938104
중816,일반 방범,1,37.564025,126.9940494
중817,일반 방범,3,37.5656658,127.0042487
중818,일반 방범,3,37.5628873,126.9952509
중819,일반 방범,4,37.5655566,126.9909635
중820,일반 방범,3,37.5655965,126.990569
중A30,일반 방범,3,37.5638954,127.0080144
중A31,일반 방범,3,37.5635807,126.9971047
중A32,일반 방범,3,37.5630484,127.0006354
중A33,일반 방범,3,37.5637588,126.9989801
중A34,일반 방범,3,37.564892,127.0092033
중A35,일반 방범,3,37.5649742,127.0057928
중A36,일반 방범,1,37.5656975,127.0064148
중B34,일반 방범,3,37.5553671,127.0104838
중B35,일반 방범,3,37.5524918,127.0049039
중B36,일반 방범,3,37.5600388,127.0123971
중B37,일반 방범,3,37.55781619,127.0094625
중B38,일반 방범,3,37.5545732,127.0096195
중B39,일반 방범,3,37.5543108,127.0050952
중B40,일반 방범,3,37.54925948,127.0058081
중B41,일반 방범,4,37.54974459,127.0059824
중B41가,일반 방범,2,37.55001168,127.0054875
중B42,일반 방범,3,37.5498798,127.0068478
중B42가,일반 방범,1,37.5498798,127.0068478
중B43,일반 방범,4,37.5509458,127.0069604
중B44,일반 방범,2,37.5587824,127.0122541
중B45,일반 방범,3,37.5529076,127.0077869
중B46,일반 방범,3,37.5543383,127.0095445
중B47,일반 방범,3,37.55149069,127.0065104
중B48,일반 방범,4,37.55628387,127.0100754
중B49,일반 방범,4,37.5552146,127.0087395
중B50,일반 방범,2,37.55550087,127.0065427
중B51,일반 방범,4,37.55545309,127.0076941
중B52,일반 방범,3,37.55184598,127.0050392
중B53,일반 방범,2,37.55151317,127.0047289
중B55,일반 방범,3,37.55086197,127.0064973
중B56,일반 방범,3,37.55042987,127.0053341
중B57,일반 방범,2,37.55047229,127.0059359
중B58,일반 방범,3,37.54996397,127.0050522
중B59,일반 방범,3,37.55130057,127.0049931
중B60,일반 방범,3,37.5517998,127.005754
중B61,일반 방범,2,37.55579149,127.0079522
중B62,일반 방범,2,37.55200489,127.0041235
중B64,일반 방범,3,37.5521251,127.0056546
중B65,일반 방범,3,37.5521113,127.0069065
중B66,일반 방범,3,37.55202669,127.0044463
중B67,일반 방범,3,37.55218683,127.0058327
중C15,일반 방범,3,37.5605468,127.0149722
중C16,일반 방범,3,37.5617268,127.0202267
중C17,일반 방범,4,37.5617281,127.0178973
중C18,일반 방범,3,37.5590272,127.0163255
중C19,일반 방범,5,37.560885,127.0194409
중C20,일반 방범,2,37.5609767,127.020069
중F27,일반 방범,3,37.5639883,127.0170741
중F28,일반 방범,4,37.5572525,127.0112919
중F29,일반 방범,3,37.55391258,127.00586
중F30,일반 방범,4,37.5668445,127.0234639
중F31,일반 방범,2,37.5638169,127.0182377
중F32,일반 방범,2,37.56324548,127.0233727
중F33,일반 방범,2,37.5624974,127.0221046
중F35,일반 방범,3,37.5584499,127.0112784
중G25,어린이보호,4,37.5547032,127.0146066
중G26,어린이보호,4,37.56330501,127.0233727
중G27,어린이보호,4,37.5606352,127.0188783
중G28,어린이보호,4,37.557166,127.0166861
중G30,일반 방범,4,37.5639199,127.0129809
중G30가,일반 방범,1,37.564307,127.0123974
중G31,일반 방범,3,37.56881718,127.013188
중G32,일반 방범,2,37.5664554,127.0128716
중G33,일반 방범,4,37.5634923,127.0120516
중G35,일반 방범,2,37.5621953,127.0124445
중G36,일반 방범,3,37.5635436,127.013888
중G37,일반 방범,3,37.564504,127.0119341
중G38,일반 방범,4,37.5669078,127.0125815
중G39,일반 방범,2,37.5614388,127.0133521
중G40,일반 방범,2,37.5656609,127.0132205
중G41,일반 방범,3,37.5625851,127.0147699
중G42,일반 방범,2,37.5552162,127.0114037
중G43,일반 방범,2,37.5576877,127.0092545
중G44,일반 방범,2,37.5594196,127.0137862
중G45,일반 방범,2,37.56195177,127.0137905
중G46,일반 방범,4,37.5645014,127.0146428
중G47,일반 방범,2,37.55329618,127.0121749
중G48,일반 방범,2,37.5639752,127.0117305
중H17,일반 방범,3,37.5538063,127.0106776
중H18,일반 방범,2,37.55387537,127.0139894
중H19,일반 방범,3,37.55345657,127.0153935
중H20,일반 방범,4,37.55223997,127.0139773
중H21,일반 방범,3,37.55167608,127.0116254
중H22,일반 방범,2,37.5525064,127.0101776
중I22,일반 방범,3,37.5686033,126.9991542
중I23,일반 방범,3,37.5672914,126.9976673
중I24,일반 방범,4,37.562716,126.9912168
중I25,일반 방범,3,37.5670223,126.9946282
중I26,일반 방범,3,37.5666528,126.9902899
중I27,일반 방범,3,37.5672533,126.9967906
중I28,일반 방범,3,37.5674816,126.9920672
중I29,일반 방범,3,37.5648024,126.9988983
중I30,일반 방범,4,37.5639663,126.99108
중I31,일반 방범,2,37.5648098,126.9923545
중I33,일반 방범,3,37.5629555,126.9940502
중I34,일반 방범,2,37.5685963,126.9998153
중I35,일반 방범,4,37.5658643,127.0033201
중I36,일반 방범,1,37.56617258,127.0033314
중J24,일반 방범,2,37.5591679,127.0012079
중J24가,일반 방범,1,37.5591409,127.001
중J25,일반 방범,3,37.56291338,127.0086286
중J25가,일반 방범,2,37.5631858,127.0086978
중J26,일반 방범,3,37.5584414,127.0020212
중J27,어린이보호,2,37.56022198,127.0017009
중J28가,일반 방범,2,37.5620582,127.0053431
중J28,일반 방범,3,37.5617786,127.0051935
중J29,일반 방범,2,37.5614118,127.0050863
중J30,일반 방범,2,37.55356729,127.0030502
중J31,일반 방범,2,37.56214509,127.0051866
중J32,일반 방범,2,37.5622115,127.0093191
중J33,일반 방범,2,37.56264587,127.0015246
중L19,일반 방범,3,37.5589217,127.0151204
중L20,일반 방범,4,37.5562102,127.0159495
중L21,일반 방범,3,37.5560144,127.0116105
중L22,일반 방범,2,37.5561751,127.0155232
중L23,일반 방범,3,37.5575645,127.015634
중L24,일반 방범,4,37.5567746,127.0135075
중M21,일반 방범,4,37.5599943,126.9926367
중M22,어린이보호,4,37.5586007,126.9953051
중M23,일반 방범,3,37.5606646,127.0000436
중M24,일반 방범,2,37.5554795,126.994463
중M25,일반 방범,2,37.5565988,126.9967161
중M26,일반 방범,3,37.5565988,126.9967161
중M27,일반 방범,2,37.5579451,126.99662
중M28,일반 방범,2,37.5614093,126.9979737
중M29,일반 방범,3,37.5602272,126.9953228
중M30,일반 방범,2,37.5604101,126.9914109
중M31,일반 방범,3,37.5581909,126.9893085
중M32,일반 방범,3,37.559352,126.9886465
중M33,일반 방범,3,37.5616855,126.9941057
중M34,일반 방범,3,37.560821,126.996492
중M35,일반 방범,2,37.5579773,126.9889967
중N16,어린이보호,4,37.5674949,127.0181238
중N17,일반 방범,3,37.5691275,127.0221379
중N18,일반 방범,3,37.5686854,127.0229372
중N19,일반 방범,3,37.5690432,127.020012
중N20,일반 방범,3,37.56695647,127.0188228
중N21,일반 방범,2,37.5664578,127.0229109
중N23,일반 방범,2,37.56903578,127.0181014
차001,주정차 단속,2,37.5591119,126.9724911
차002,주정차 단속,2,37.5590336,126.9652138
차003,주정차 단속,2,37.561258,126.986386
차004,주정차 단속,2,37.5604891,126.9877701
차005,주정차 단속,2,37.5653403,126.9908532
차006,주정차 단속,2,37.5674037,126.9895729
차007,주정차 단속,2,37.5674037,126.9895729
차008,주정차 단속,2,37.5658113,126.9937786
차009,주정차 단속,2,37.5647003,126.9906139
차010,주정차 단속,2,37.56353877,126.9692199
차011,주정차 단속,2,37.5638866,126.9933528
차012,주정차 단속,2,37.567355,126.9920089
차013,주정차 단속,2,37.5650117,126.9980816
차014,주정차 단속,2,37.5661173,126.9998926
차015,주정차 단속,2,37.5679267,126.998209
차016,주정차 단속,2,37.5655629,126.9989039
차017,주정차 단속,2,37.5641039,127.0015348
차018,주정차 단속,2,37.564347,127.0005906
차019,주정차 단속,2,37.5635752,127.0043943
차020,주정차 단속,3,37.5595223,126.9960363
차021,주정차 단속,2,37.5642644,127.005714
차022,주정차 단속,2,37.5640911,127.0162148
차023,주정차 단속,2,37.5647649,127.0099441
차024,주정차 단속,2,37.5648248,127.014308
차025,주정차 단속,2,37.5650481,126.9815878
차026,주정차 단속,2,37.55987,127.013332
차027,주정차 단속,2,37.5592661,126.9684092
차028,주정차 단속,2,37.5633536,126.9736139
차029,주정차 단속,2,37.568207,127.0232627
차030,주정차 단속,2,37.5670547,126.9891355
차031,주정차 단속,2,37.5658254,126.9951243
차032,주정차 단속,2,37.56535,127.009232
차033,주정차 단속,2,37.5661967,126.9986238
차034,주정차 단속,2,37.5664267,127.0025169
차035,주정차 단속,2,37.5675847,127.0025071
차036,주정차 단속,2,37.5663203,127.0006653
차037,주정차 단속,2,37.5605697,126.9850719
차038,주정차 단속,2,37.566516,127.0062376
차039,주정차 단속,2,37.56883123,127.0198435
차040,주정차 단속,2,37.5686442,127.0119168
차041,주정차 단속,2,37.5684893,127.0145122
차042,주정차 단속,2,37.5677662,127.013495
차043,주정차 단속,2,37.5574536,126.9836152
차044,주정차 단속,2,37.56575353,126.9918569
차045,주정차 단속,2,37.5609008,126.9809889
차046,주정차 단속,4,37.5702621,127.0232438
차047,주정차 단속,2,37.5619668,127.001346
차048,주정차 단속,2,37.5653249,126.9849538
차049,주정차 단속,2,37.5607205,127.0128896
차050,주정차 단속,5,37.5617864,126.9910438
차051,주정차 단속,2,37.5640428,126.985176
차052,주정차 단속,2,37.5685235,127.0059098
차053,주정차 단속,2,37.5607773,126.9682129
차054,주정차 단속,2,37.569696,127.0197363
차055,주정차 단속,2,37.5644064,126.9796971
차056,주정차 단속,2,37.5679672,127.0010701
차057,주정차 단속,2,37.5673325,127.0196247
차058,주정차 단속,3,37.5673416,127.0177851
차059,주정차 단속,3,37.5688101,127.0154965
차060,주정차 단속,2,37.5663336,127.0158774
차061,주정차 단속,2,37.5660587,127.0155381
차062,주정차 단속,5,37.56596468,127.0187094
차063,주정차 단속,4,37.566425,127.004571
차064,주정차 단속,2,37.5642192,126.9689272
차065,주정차 단속,4,37.5579291,127.0078411
차066,주정차 단속,2,37.560174,126.9720786
차067,주정차 단속,2,37.5575239,127.011964
차068,주정차 단속,2,37.5647103,126.9816722
차069,주정차 단속,3,37.5581748,126.9833304
차070,주정차 단속,3,37.5604529,127.016577
차071,주정차 단속,3,37.56430526,126.9880224
차072,주정차 단속,3,37.5592302,126.9806639
차073,주정차 단속,3,37.5666739,126.9913293
차074,주정차 단속,3,37.559758,126.9867189
차075,주정차 단속,3,37.56876803,127.0076543
차076,주정차 단속,3,37.5623686,126.9755254
차077,주정차 단속,3,37.5566195,126.9963008
차078,주정차 단속,3,37.5526326,127.0106196
차079,주정차 단속,5,37.5669211,126.9839643
차080,주정차 단속,4,37.5548714,127.0099403
차081,주정차 단속,4,37.5573307,127.0092276
차082,주정차 단속,3,37.5600075,126.9685925
차083,주정차 단속,5,37.5608659,127.0184523
차084,주정차 단속,3,37.5547032,127.0146066
차085,주정차 단속,4,37.562211,127.0141037
차086,주정차 단속,4,37.5588751,126.9822117
차087,주정차 단속,3,37.5594007,126.9817325
차088,주정차 단속,4,37.5643471,126.9928785
차089,주정차 단속,4,37.5629351,126.9775213
차090,주정차 단속,3,37.5689316,127.0087977
차091,주정차 단속,3,37.5689316,127.0087977
차092,주정차 단속,3,37.5685982,126.9990392
차093,주정차 단속,4,37.5590809,126.9805937
차094,주정차 단속,4,37.5612221,126.9979886
차095,주정차 단속,3,37.5620427,126.9990246
차096,주정차 단속,3,37.5663997,127.0122464
차097,주정차 단속,2,37.56450745,126.9909049
차098,주정차 단속,3,37.5655737,127.0221255
차099,주정차 단속,1,37.5651826,127.019946
차100,주정차 단속,3,37.5673104,126.9745909
차101,주정차 단속,1,37.5594818,127.0114141
차103,주정차 단속,3,37.5681271,127.018501
차104,주정차 단속,1,37.5684513,127.0197979
차105,주정차 단속,1,37.5655955,127.0172579
차106,주정차 단속,5,37.5559373,126.9746732
차107,주정차 단속,3,37.5575302,126.9800637
차108,주정차 단속,1,37.5578209,126.9814903
차109,주정차 단속,1,37.5581633,127.0179679
차110,주정차 단속,3,37.5673504,126.9836992
차111,주정차 단속,1,37.5615996,127.0096283
차112,주정차 단속,1,37.5637541,127.0217486
차113,주정차 단속,5,37.5609193,127.0158762
차114,주정차 단속,1,37.5579452,127.0115917
차115,주정차 단속,1,37.5634397,127.0180627
차116,주정차 단속,1,37.5556652,126.9645497
차117,주정차 단속,3,37.5665867,127.0222895
차118,주정차 단속,1,37.555601,126.9677184
차119,주정차 단속,1,37.5577637,126.9736386
차120,주정차 단속,3,37.56353877,126.9692307
차121,주정차 단속,1,37.5634493,127.0152192
차122,주정차 단속,1,37.5650859,127.0169873
차123,주정차 단속,1,37.5619916,127.0213042
차124,주정차 단속,1,37.5572794,127.0145082
차적01,차적,2,37.558729,126.9959847
차적02,차적,2,37.56877621,127.0055161
차적03,차적,2,37.5616753,127.0106019
차적04,차적,2,37.550068,127.007788
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
