37.56971443,127.0154352,937
37.56528349,127.0163358,962
37.56174535,127.0138181,922
37.56960613,127.0110309,840
37.56973988,127.013063,890
37.55779919,126.9734734,131
37.55960047,126.9711396,96
37.56398749,126.9809574,255
37.55494789,126.9689693,85
37.56264414,126.9930844,470
37.56142591,126.994859,495
37.56536013,127.019653,1021
37.56799224,126.9978307,561
37.56581386,127.0174381,983
37.56592474,126.9832425,291
37.56542375,127.0209162,1038
37.56105342,126.978017,202
37.56471141,127.0027071,658
37.56647474,126.9972708,539
37.55407588,127.0105388,857
37.55796161,126.9775708,206
37.5595115,126.9779795,204
37.56362111,126.9752586,161
37.55535323,126.972732,134
37.56553376,127.0195909,1021
37.56820139,127.0187197,1000
37.55812583,126.9714998,113
37.55463505,127.0106175,856
37.55957692,126.9778296,204
37.55378077,127.011645,882
37.55312371,127.0095495,830
37.55602341,126.9764928,189
37.56903379,127.009478,812
37.55366565,127.0107725,857
37.56637998,126.9953415,514
37.55555647,126.9725269,133
37.56107945,127.0150713,946
37.5551638,126.9725531,134
37.55493928,126.9722753,117
37.56558087,127.0210865,1038
37.55488288,126.9727207,134
37.56669438,127.0001088,610
37.56547583,127.0211169,1038
37.55571766,127.0113294,880
37.56043887,127.0126782,900
37.56391754,126.9796049,236
37.56538213,127.0171023,983
37.55455215,127.0106094,856
37.55908374,127.0058235,736
37.56832249,127.0188979,1000
37.56637256,126.9986755,587
37.55474723,127.012079,881
37.56964594,127.0097624,812
37.5660152,127.007417,758
37.55949242,126.971163,96
37.5566366,127.0047527,713
37.55914688,127.0058344,736
37.56972548,127.0159334,958
37.55869353,126.9912119,432
37.56583293,127.0075227,758
37.55961689,126.9687731,64
37.56963498,127.0158434,958
37.55667052,126.9730284,132
37.55664822,126.9726602,132
37.55581423,127.0107248,855
37.55958432,126.9715587,112
37.56596912,127.0077596,787
37.56321933,127.0027365,660
37.56675571,127.0023169,656
37.56662247,126.9980964,563
37.55501201,127.0107187,856
37.56044237,126.9821278,278
37.56385081,126.9777948,199
37.56090972,126.9816686,277
37.55613017,126.9726383,133
37.55705081,126.9726242,132
37.56446876,126.9780797,216
37.56115792,126.9816014,277
37.56090972,126.9816686,277
37.55705081,126.9726242,132
37.56446876,126.9780797,216
37.56935486,127.0158651,958
37.55485242,127.0106572,856
37.55648589,126.9732713,132
37.56523204,127.0104141,845
37.56329437,127.002786,660
37.56614207,127.0073109,758
37.56561871,127.0191019,1021
37.56532547,127.0163617,962
37.56029283,126.9820916,278
37.56827294,126.9934766,464
37.56224416,126.998624,592
37.55899593,126.9649959,26
37.56274526,126.9729517,125
37.55332381,126.9644138,33
37.55580213,126.9929043,478
37.56468402,126.987477,365
37.56392705,126.9772348,199
37.56420581,126.9957347,517
37.55531949,127.0109658,856
37.55913487,126.9961686,522
37.5620518,127.0064493,733
37.55470873,126.9725226,134
37.5588235,126.9689294,81
37.55738913,126.9924203,454
37.5593465,127.0061501,736
37.56444201,127.0004096,612
37.55528344,126.9730495,134
37.56091044,126.9778922,202
37.56111192,126.9786132,220
37.56858506,126.9829321,288
37.56610899,126.987671,364
37.5658478,126.9877181,364
37.55456419,126.9997861,623
37.55333196,126.9764801,192
37.56121297,126.9899849,409
37.56423328,126.9958365,517
37.56862263,126.9979018,561
37.56612938,126.9861422,345
37.56032512,126.9780186,203
37.5610337,126.99168,429
37.56096486,126.9924391,450
37.56799039,126.9687703,54
37.56447191,126.9822471,273
37.55493928,126.9722753,117
37.56663139,126.9980737,563
37.55372544,127.0026549,670
37.56963967,127.0147902,937
37.56609988,126.9876484,364
37.56559834,127.0206026,1038
37.56571092,127.0185886,1003
37.56387887,126.9765331,180
37.5643123,126.9849092,329
37.55555946,126.9930645,478
37.55803898,127.0081741,796
37.55948398,126.9692836,80
37.55952106,127.0091041,823
37.56138094,126.9948819,495
37.56153586,126.9952772,520
37.56309191,126.9738777,143
37.56609583,126.9825869,291
37.56494621,127.0132241,895
37.55591863,127.0098183,827
37.56162658,126.9954125,520
37.56449716,127.0027984,658
37.56504886,127.0140727,919
37.55574075,126.972718,133
37.56466688,127.0024349,658
37.56577489,127.0022804,657
37.56480489,127.0117417,870
37.56598294,126.9833599,291
37.55417442,126.9731706,135
37.56854117,126.9952843,512
37.56240026,126.9887834,388
37.56673276,127.0007227,610
37.55667052,126.9730285,132
37.56618102,126.9981446,563
37.56357069,126.982276,274
37.55634258,126.9832578,301
37.56981947,127.0168727,978
